location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
9507,Ceboruco,no2,0.031,ppm,2023-01-21T06:00:00+00:00,2023-01-21T00:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.026,ppm,2023-01-21T07:00:00+00:00,2023-01-21T01:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.021,ppm,2023-01-21T08:00:00+00:00,2023-01-21T02:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.025,ppm,2023-01-21T09:00:00+00:00,2023-01-21T03:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.021,ppm,2023-01-21T10:00:00+00:00,2023-01-21T04:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.021,ppm,2023-01-21T11:00:00+00:00,2023-01-21T05:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.026,ppm,2023-01-21T12:00:00+00:00,2023-01-21T06:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.029,ppm,2023-01-21T13:00:00+00:00,2023-01-21T07:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.037,ppm,2023-01-21T14:00:00+00:00,2023-01-21T08:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.034,ppm,2023-01-21T15:00:00+00:00,2023-01-21T09:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
